Station ID Number:,94170,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,TEMPERATURE,TEMPERATURE_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
2000//3//29,89,05::43:06,18::19:08,12::00:39,8.342,17.229,5.746,3.802,4.381,2.775,8.191,2.749,1.365,13.097,-4.64,6.22,-7.3565000000000005,0.8634000000000001,-0.307,0.5206000000000001,-
2000//3//30,90,05::41:05,18::20:04,12::00:21,8.413,17.266000000000002,6.417,3.557,5.6370000000000005,2.748,10.282,2.74,0.781,22.667,-6.58,12.39,-7.453,1.1474,-0.4173,0.5338,-
2000//3//31,91,05::39:40,18::21:14,12::00:03,8.483,17.287,6.3500000000000005,3.604,5.639,2.7520000000000002,10.048,2.74,0.711,25.061,-3.5700000000000003,17.150000000000002,-7.3386000000000005,1.0229000000000001,-0.4038,0.4964,-
2000//4//1,92,05::37:36,18::22:49,11::59:45,8.554,17.325,5.938,3.9,4.545,2.7680000000000002,7.861,2.742,1.3940000000000001,14.156,1.1,19.81,-7.4287,1.2213,-0.2713,0.9169,-
2000//4//2,93,05::35:50,18::23:57,11::59:28,8.624,17.468,6.404,3.724,5.857,2.745,10.543000000000001,2.738,0.547,35.845,3.13,20.82,-8.103200000000001,1.3511,-0.4596,0.7476,-
2000//4//3,94,05::34:22,18::24:51,11::59:10,8.693,17.491,6.414,3.745,5.774,2.769,10.058,2.761,0.64,30.833000000000002,-1.04,25.87,-7.3383,1.1283,-0.555,0.5631,-
2000//4//4,95,05::32:11,18::25:57,11::58:53,8.762,17.524,6.197,3.794,5.12,2.7600000000000002,8.898,2.744,1.077,18.322,1.3900000000000001,21.71,-8.0762,1.6439000000000001,-0.4796,0.8444,-
2000//4//5,96,05::30:38,18::27:29,11::58:35,8.831,17.556,6.4190000000000005,3.87,5.184,2.758,8.353,2.745,1.236,16.372,-3.16,16.35,-7.4078,1.1007,-0.1943,0.3214,-
2000//4//6,97,05::29:06,18::28:46,11::58:18,8.898,17.694,5.328,4.263,2.207,2.876,3.523,2.8120000000000003,3.121,6.67,0.54,13.290000000000001,-7.774900000000001,1.2509000000000001,-0.2642,0.36050000000000004,-
2000//4//7,98,05::26:52,18::29:38,11::58:02,8.966,17.72,6.746,3.6550000000000002,5.886,2.748,10.397,2.74,0.861,23.065,-4.11,17.1,-7.786700000000001,1.7161000000000002,-0.4112,0.5303,-
2000//4//8,99,05::25:27,18::30:41,11::57:45,9.033,17.756,4.4750000000000005,4.914,2.353,2.906,4.312,2.819,2.122,9.596,-1.71,17.16,-8.2096,1.3130000000000002,-0.38320000000000004,0.5236000000000001,-
2000//4//9,100,05::23:53,18::32:04,11::57:29,9.099,17.782,3.4050000000000002,6.032,0.6980000000000001,3.649,1.3,3.182,2.707,7.675,4.75,13.280000000000001,-7.2058,1.0511000000000001,-0.2412,0.4847,-
2000//4//10,101,05::21:38,18::33:36,11::57:13,9.165000000000001,17.916,6.812,3.7,5.908,2.766,10.003,2.759,0.905,22.36,0.48,18.61,-7.6126000000000005,1.2114,-0.6455000000000001,0.7026,-
2000//4//11,102,05::20:20,18::34:26,11::56:57,9.23,17.955000000000002,6.478,3.782,4.673,2.757,7.708,2.744,1.805,11.211,0.99,22.32,-6.7046,1.3669,-0.42310000000000003,0.5522,-
2000//4//12,103,05::18:44,18::35:25,11::56:42,9.295,17.98,4.586,4.901,1.616,2.931,2.282,2.856,2.97,7.147,5.51,20.7,-7.580900000000001,1.8194000000000001,-0.06770000000000001,0.42200000000000004,-
2000//4//13,104,05::16:30,18::36:43,11::56:26,9.359,17.998,4.538,4.985,2.591,2.8930000000000002,3.993,2.841,1.947,10.223,3.36,13.25,-7.2824,1.3064,-0.11760000000000001,0.3476,-
2000//4//14,105,05::15:17,18::38:19,11::56:12,9.422,18.038,4.772,4.667,2.008,2.8970000000000002,3.92,2.814,2.7640000000000002,7.715,0.93,12.81,-7.2651,0.9895,-0.1109,0.2914,-
2000//4//15,106,05::13:42,18::39:14,11::55:57,9.485,18.176000000000002,4.252,5.34,1.613,3.081,2.204,2.975,2.6390000000000002,7.843,3.45,10.22,-7.0178,0.9842000000000001,-0.2159,0.317,-
2000//4//16,107,05::11:31,18::40:11,11::55:43,9.547,18.193,4.457,5.102,1.7550000000000001,2.908,2.598,2.826,2.703,7.832,3.42,13.86,-8.744,1.7364000000000002,-0.0585,0.21980000000000002,-
2000//4//17,108,05::10:19,18::41:23,11::55:30,9.608,18.232,5.707,4.385,3.336,2.875,4.3260000000000005,2.837,2.372,8.719,3.31,17.580000000000002,-7.5722000000000005,0.8951,-0.1723,0.2235,-
2000//4//18,109,05::08:48,18::42:58,11::55:16,9.669,18.256,3.521,6.418,0.906,3.332,1.256,3.106,2.616,8.271,6.5,17.16,-9.361500000000001,1.5696,0.0543,0.34700000000000003,-
2000//4//19,110,05::06:40,18::44:03,11::55:03,9.729000000000001,18.388,6.686,3.845,4.865,2.759,7.682,2.746,1.821,11.389000000000001,2.97,16.11,-8.7911,0.8118000000000001,-0.1782,0.2452,-
2000//4//20,111,05::05:26,18::44:57,11::54:51,9.788,18.424,5.452,4.3420000000000005,2.34,2.907,3.61,2.831,3.112,7.054,6.05,18.51,-7.597300000000001,0.8214,-0.2833,0.3088,-
2000//4//21,112,05::04:01,18::46:05,11::54:39,9.846,18.446,7.001,3.7840000000000003,5.785,2.763,8.924,2.75,1.216,17.158,3.14,20.92,-7.4394,0.6301,-0.233,0.1898,-
2000//4//22,113,05::01:59,18::47:38,11::54:27,9.904,18.47,5.3420000000000005,4.489,2.024,2.968,3.101,2.871,3.318,6.633,1.92,12.96,-8.4268,0.9162,-0.2019,0.273,-
2000//4//23,114,05::00:39,18::48:52,11::54:16,9.961,18.614,6.1000000000000005,4.158,2.551,2.824,4.027,2.779,3.549,6.409,-0.85,10.02,-8.363800000000001,1.3537000000000001,-0.1492,0.20070000000000002,-
2000//4//24,115,04::59:22,18::49:44,11::54:06,10.017,18.633,6.957,3.822,4.586,2.767,7.192,2.753,2.371,9.128,-3.,12.46,-7.5949,1.1534,-0.1651,0.2761,-
2000//4//25,116,04::57:29,18::50:47,11::53:55,10.073,18.665,3.654,5.89,0.274,5.22,0.522,3.871,3.38,6.563,4.16,13.68,-6.7982000000000005,1.2632,-0.1908,0.3106,-
2000//4//26,117,04::55:58,18::52:13,11::53:46,10.127,18.689,6.534,3.858,3.4370000000000003,2.797,5.795,2.759,3.096,7.469,-0.41000000000000003,19.04,-8.148900000000001,1.6172,-0.2879,0.2974,-
2000//4//27,118,04::54:49,18::53:40,11::53:37,10.181000000000001,18.818,4.8340000000000005,4.969,2.146,2.942,3.761,2.84,2.688,8.265,5.66,22.240000000000002,-9.7225,1.2102000000000002,-0.2741,0.49410000000000004,-
2000//4//28,119,04::53:17,18::54:30,11::53:28,10.234,18.842,7.298,3.8240000000000003,5.55,2.766,8.658,2.749,1.748,12.369,0.02,11.35,-8.9753,0.8056000000000001,-0.2049,0.262,-
2000//4//29,120,04::51:22,18::55:29,11::53:20,10.286,18.85,7.987,3.5780000000000003,7.2410000000000005,2.747,11.774000000000001,2.741,0.747,28.94,-1.53,12.92,-7.340000000000001,0.8012,-0.4526,0.43820000000000003,-
2000//4//30,121,04::50:22,18::56:46,11::53:12,10.338000000000001,18.888,7.779,3.591,6.968,2.747,11.290000000000001,2.74,0.811,26.501,0.7000000000000001,22.06,-7.2195,1.2529000000000001,-0.3511,0.3139,-
2000//5//1,122,04::49:06,18::58:21,11::53:05,10.388,18.906,7.409,3.807,6.0680000000000005,2.771,8.809000000000001,2.7600000000000002,1.342,16.4,5.72,23.95,-8.8045,2.1562,-0.4637,0.5661,-
2000//5//2,123,04::47:21,18::59:15,11::52:59,10.438,19.045,7.577,3.719,5.434,2.7560000000000002,8.325,2.745,2.1430000000000002,10.389,4.37,19.31,-8.3483,1.0516,-0.3244,0.4032,-
2000//5//3,124,04::45:59,19::00:10,11::52:53,10.487,19.069,4.159,5.72,1.5250000000000001,3.052,3.0380000000000003,2.87,2.634,8.722,6.18,17.740000000000002,-7.0875,0.7966000000000001,-0.1862,0.2586,-
2000//5//4,125,04::44:58,19::01:20,11::52:47,10.534,19.083000000000002,5.414,4.75,1.911,2.942,2.441,2.8850000000000002,3.503,6.732,4.61,13.85,-8.0433,1.4351,-0.1257,0.4056,-
2000//5//5,126,04::43:40,19::02:52,11::52:42,10.581,19.102,7.381,3.769,4.977,2.7640000000000002,7.599,2.745,2.404,9.368,2.5100000000000002,14.68,-8.085700000000001,1.189,-0.2175,0.26,-
2000//5//6,127,04::41:57,19::03:59,11::52:38,10.628,19.231,3.908,5.789,0.309,4.744,0.494,3.911,3.599,6.563,3.29,11.540000000000001,-6.8703,1.491,-0.0465,0.0888,-
2000//5//7,128,04::40:49,19::04:49,11::52:34,10.673,19.259,4.845,4.9910000000000005,1.11,3.037,1.933,2.8850000000000002,3.735,6.413,4.79,13.35,-6.9821,1.6393,0.2174,0.24600000000000002,-
2000//5//8,129,04::39:51,19::05:51,11::52:31,10.717,19.272000000000002,6.462,4.178,3.513,2.825,5.163,2.786,2.954,7.555,5.58,16.59,-6.1294,1.1179000000000001,0.0978,0.2692,-
2000//5//9,130,04::38:38,19::07:14,11::52:28,10.761000000000001,19.29,6.55,4.087,3.815,2.778,5.654,2.762,2.735,8.312,5.05,14.85,-7.7107,1.3848,-0.06570000000000001,0.18430000000000002,-
2000//5//10,131,04::37:02,19::08:39,11::52:26,10.803,19.306,5.14,4.7780000000000005,1.7530000000000001,2.896,3.136,2.814,3.387,7.158,0.84,7.05,-7.6188,0.9674,-0.0392,0.10070000000000001,-
2000//5//11,132,04::35:56,19::09:26,11::52:25,10.845,19.444,4.327,5.634,1.28,3.15,2.608,2.918,3.047,7.722,-1.4000000000000001,8.8,-7.2312,1.044,-0.2346,0.519,-
2000//5//12,133,04::35:05,19::10:20,11::52:24,10.885,19.454,6.65,4.039,3.037,2.835,4.474,2.791,3.613,6.6290000000000004,-4.13,11.71,-6.2358,1.2643,-0.2177,0.3093,-
2000//5//13,134,04::34:03,19::11:28,11::52:24,10.925,19.468,4.825,5.0120000000000005,0.613,3.759,0.712,3.59,4.212,5.88,5.91,16.2,-6.826300000000001,1.5243,-0.1149,0.2252,-
2000//5//14,135,04::32:42,19::12:56,11::52:24,10.964,19.490000000000002,5.9990000000000006,4.421,3.865,2.794,5.869,2.765,2.134,10.64,4.17,17.94,-6.617900000000001,1.2613,-0.30060000000000003,0.3423,-
2000//5//15,136,04::31:20,19::13:59,11::52:25,11.001,19.597,7.336,4.042,5.656,2.854,7.813,2.846,1.681,13.625,5.48,19.87,-7.2377,1.9349,0.0369,0.35300000000000004,-
2000//5//16,137,04::30:38,19::14:46,11::52:26,11.038,19.631,5.2,4.926,2.533,2.869,4.1610000000000005,2.816,2.6670000000000003,8.945,8.63,18.38,-9.749500000000001,1.1882000000000001,-0.0038,0.27,-
2000//5//17,138,04::29:50,19::15:41,11::52:28,11.074,19.64,8.065,3.694,6.518,2.751,9.921,2.743,1.546,14.898,6.13,17.84,-9.2613,0.5353,-0.1738,0.3598,-
2000//5//18,139,04::28:53,19::16:53,11::52:31,11.109,19.653,8.296,3.613,6.531,2.748,10.09,2.739,1.764,13.057,3.2600000000000002,21.03,-7.6417,0.7787000000000001,-0.1345,0.35150000000000003,-
2000//5//19,140,04::27:42,19::18:16,11::52:34,11.142,19.672,7.767,3.835,5.678,2.762,8.686,2.746,2.089,11.378,9.42,23.68,-9.0647,1.6440000000000001,-0.23390000000000002,0.3819,-
2000//5//20,141,04::26:31,19::19:07,11::52:37,11.175,19.78,8.152000000000001,3.714,6.164,2.75,9.247,2.74,1.988,11.779,8.040000000000001,27.66,-8.1514,0.8201,-0.4339,0.321,-
2000//5//21,142,04::25:50,19::19:53,11::52:41,11.207,19.809,8.192,3.6750000000000003,6.565,2.7560000000000002,9.453,2.745,1.627,14.235,9.11,28.740000000000002,-9.187100000000001,2.1183,-0.529,0.2596,-
2000//5//22,143,04::25:12,19::20:46,11::52:46,11.238,19.815,8.112,3.714,6.558,2.751,9.584,2.743,1.553,14.996,11.950000000000001,25.330000000000002,-8.554,1.8771,-0.21180000000000002,0.2873,-
2000//5//23,144,04::24:30,19::21:53,11::52:51,11.267,19.823,6.662,4.032,3.746,2.801,7.1370000000000005,2.762,2.916,8.393,9.,24.7,-8.510200000000001,0.663,-0.3781,0.3881,-
2000//5//24,145,04::23:42,19::23:10,11::52:57,11.296,19.834,8.127,3.731,6.08,2.7560000000000002,9.057,2.744,2.047,11.314,7.3100000000000005,24.03,-7.9413,1.4489,-0.3768,0.3108,-
2000//5//25,146,04::22:44,19::24:02,11::53:03,11.324,19.959,5.236,4.837,1.162,3.225,1.59,3.0300000000000002,4.074,6.072,8.32,19.79,-7.426500000000001,1.0507,-0.21250000000000002,0.4067,-
2000//5//26,147,04::21:48,19::24:42,11::53:10,11.35,19.957,7.269,3.972,4.257,2.791,5.981,2.771,3.012,7.864,7.7700000000000005,21.080000000000002,-7.6131,1.0903,-0.3327,0.3013,-
2000//5//27,148,04::21:07,19::25:28,11::53:17,11.376,19.981,2.849,8.275,0.092,10.821,0.343,4.714,2.758,8.653,11.36,20.84,-7.397200000000001,1.3307,-0.098,0.36300000000000004,-
2000//5//28,149,04::20:41,19::26:23,11::53:25,11.4,19.984,7.631,3.7960000000000003,4.665,2.778,7.018,2.761,2.966,8.094,8.4,20.7,-8.200000000000001,1.7868000000000002,-0.23070000000000002,0.14980000000000002,-
2000//5//29,150,04::20:13,19::27:33,11::53:33,11.424,19.988,8.244,3.715,6.159,2.751,9.671,2.746,2.085,11.471,6.58,17.35,-8.6753,0.5824,-0.3749,0.40990000000000004,-
2000//5//30,151,04::19:44,19::28:36,11::53:41,11.446,19.992,5.291,4.873,1.96,2.993,3.584,2.864,3.331,7.364,1.8900000000000001,10.19,-7.588500000000001,1.0071,-0.3148,0.3448,-
2000//5//31,152,04::19:13,19::29:11,11::53:50,11.467,20.108,7.523000000000001,3.8320000000000003,5.1160000000000005,2.7600000000000002,8.875,2.747,2.407,10.189,-1.34,16.47,-8.0929,1.0146,-0.32270000000000004,0.34650000000000003,-
2000//6//1,153,04::18:41,19::29:47,11::53:59,11.488,20.114,8.971,3.724,8.201,2.753,12.666,2.742,0.771,35.055,0.5700000000000001,22.04,-7.2919,0.8297,-0.4121,0.3619,-
2000//6//2,154,04::18:07,19::30:27,11::54:09,11.507,20.12,8.741,3.761,7.472,2.758,11.634,2.743,1.2690000000000001,21.298000000000002,5.78,26.44,-8.147,1.4242000000000001,-0.5946,0.5326000000000001,-
2000//6//3,155,04::17:29,19::31:12,11::54:19,11.525,20.128,8.754,3.811,7.646,2.755,11.456,2.741,1.109,24.635,7.78,25.72,-8.701,1.1741000000000001,-0.5276000000000001,0.3699,-
2000//6//4,156,04::16:59,19::32:06,11::54:29,11.542,20.123,8.748,3.795,7.76,2.7640000000000002,11.363,2.746,0.989,27.328,8.92,30.28,-8.9626,1.2729000000000001,-0.5006,0.44420000000000004,-
2000//6//5,157,04::16:32,19::33:03,11::54:40,11.558,20.117,7.714,4.276,5.353,2.816,7.018,2.779,2.361,11.757,11.83,24.830000000000002,-10.326600000000001,1.0218,-0.401,0.39490000000000003,-
2000//6//6,158,04::16:12,19::33:47,11::54:51,11.573,20.251,8.276,4.021,6.229,2.775,9.22,2.753,2.047,13.576,7.36,27.73,-10.2702,1.4552,-0.23390000000000002,0.3472,-
2000//6//7,159,04::16:01,19::34:14,11::55:02,11.586,20.25,8.801,3.882,7.7410000000000005,2.775,11.322000000000001,2.766,1.059,26.212,8.23,26.92,-10.6879,0.6993,-0.156,0.1477,-
2000//6//8,160,04::15:51,19::34:41,11::55:14,11.599,20.249,4.182,6.9110000000000005,0.672,4.162,1.026,3.641,3.5100000000000002,8.331,7.46,14.5,-9.1521,2.2893,-0.0275,0.5171,-
2000//6//9,161,04::15:42,19::35:10,11::55:26,11.61,20.248,5.87,5.121,2.227,3.091,3.239,2.963,3.642,7.646,4.6000000000000005,15.950000000000001,-6.8821,1.4235,-0.21250000000000002,0.184,-
2000//6//10,162,04::15:34,19::35:41,11::55:38,11.621,20.246,6.457,4.747,2.228,3.074,3.005,2.968,4.229,6.8580000000000005,5.95,14.4,-6.1173,1.1509,-0.049,0.36260000000000003,-
2000//6//11,163,04::15:27,19::36:14,11::55:50,11.63,20.244,4.413,6.386,0.561,4.7010000000000005,0.777,4.103,3.852,7.386,3.93,17.04,-5.7277000000000005,1.0688,-0.0436,0.2787,-
2000//6//12,164,04::15:23,19::36:50,11::56:02,11.638,20.241,3.358,8.39,0.9430000000000001,3.865,1.899,3.2800000000000002,2.415,11.518,9.25,18.8,-7.2704,1.1400000000000001,0.1262,0.35300000000000004,-
2000//6//13,165,04::15:19,19::37:30,11::56:15,11.645,20.239,8.892,3.793,8.165000000000001,2.7680000000000002,12.662,2.757,0.727,37.78,5.07,26.2,-8.3177,0.6934,-0.5823,0.396,-
2000//6//14,166,04::15:18,19::38:03,11::56:28,11.651,20.235,8.939,3.754,8.199,2.754,12.567,2.741,0.74,36.919000000000004,9.790000000000001,29.25,-8.8564,1.5153,-0.3028,0.3531,-
2000//6//15,167,04::15:18,19::38:33,11::56:40,11.656,20.232,9.15,3.782,8.447000000000001,2.75,13.155000000000001,2.739,0.7030000000000001,39.277,8.68,23.55,-9.9204,0.9808,-0.4434,0.48450000000000004,-
2000//6//16,168,04::15:20,19::38:52,11::56:53,11.66,20.338,9.14,3.7520000000000002,8.349,2.753,12.906,2.741,0.791,34.723,6.16,21.11,-8.7874,0.6811,-0.7021000000000001,0.5209,-
2000//6//17,169,04::15:24,19::39:05,11::57:06,11.663,20.333000000000002,8.36,3.876,5.821,2.761,9.459,2.742,2.539,10.977,6.09,27.01,-8.3019,0.8843000000000001,-0.48600000000000004,0.3407,-
2000//6//18,170,04::15:29,19::39:18,11::57:19,11.664,20.328,7.986,4.043,5.269,2.7960000000000003,8.087,2.762,2.717,10.167,7.42,26.27,-8.4781,1.1873,-0.6379,0.3131,-
2000//6//19,171,04::15:35,19::39:30,11::57:33,11.665000000000001,20.323,9.109,3.739,-,-,-,-,-,-,4.99,21.69,-8.4128,1.1406,-0.597,0.7116,-
2000//6//20,172,04::15:43,19::39:40,11::57:46,11.664,20.317,8.933,3.789,8.034,2.7600000000000002,11.977,2.744,0.9,30.518,3.02,26.400000000000002,-8.1128,1.6433,-0.5765,0.7617,-
2000//6//21,173,04::15:52,19::39:50,11::57:59,11.662,20.311,8.887,3.8280000000000003,7.86,2.754,11.789,2.743,1.027,27.171,8.17,31.54,-9.0896,1.4898,-0.3987,0.3947,-
2000//6//22,174,04::16:02,19::39:57,11::58:12,11.659,20.305,8.084,3.9050000000000002,5.793,2.761,9.626,2.743,2.291,11.989,11.200000000000001,28.330000000000002,-9.3574,0.7552,-0.3543,0.5728,-
2000//6//23,175,04::16:13,19::40:04,11::58:25,11.655,20.299,8.495000000000001,3.88,6.601,2.758,10.378,2.743,1.893,14.52,10.07,27.330000000000002,-8.7357,0.8224,-0.5872,0.4373,-
2000//6//24,176,04::16:34,19::40:08,11::58:37,11.65,20.269000000000002,8.876,3.779,8.097,2.751,12.504,2.739,0.781,34.232,7.25,26.94,-8.6633,2.0568,-0.3411,0.5655,-
2000//6//25,177,04::17:00,19::40:11,11::58:50,11.644,20.267,9.027000000000001,3.737,8.208,2.7520000000000002,12.703,2.74,0.8190000000000001,32.822,7.86,26.6,-10.1465,0.4919,-0.5002,0.2886,-
2000//6//26,178,04::17:29,19::40:12,11::59:03,11.637,20.266000000000002,9.025,3.7520000000000002,8.189,2.753,12.699,2.741,0.836,32.679,8.620000000000001,30.310000000000002,-9.0091,0.8756,-0.45520000000000005,0.48650000000000004,-
2000//6//27,179,04::18:05,19::40:11,11::59:15,11.629,20.252,9.036,3.753,8.208,2.751,12.627,2.739,0.8280000000000001,33.171,8.92,29.61,-9.5509,0.6758000000000001,-0.5,0.2808,-
2000//6//28,180,04::18:38,19::40:08,11::59:27,11.619,20.238,8.835,3.884,7.812,2.7880000000000003,11.883000000000001,2.763,1.0230000000000001,27.277,10.58,32.72,-9.619100000000001,1.1726,-0.7202000000000001,0.5997,-
2000//6//29,181,04::19:08,19::40:03,11::59:39,11.608,20.226,8.796,3.84,7.694,2.758,11.656,2.742,1.102,25.189,13.13,32.,-9.7696,0.8127000000000001,-0.39830000000000004,0.4243,-
2000//6//30,182,04::19:37,19::39:56,11::59:51,11.597,20.215,8.177,3.96,6.6370000000000005,2.763,10.015,2.743,1.54,17.645,13.93,30.04,-9.7788,0.9895,-0.47190000000000004,0.4263,-
2000//7//1,183,04::20:05,19::39:48,-,11.584,20.204,5.9270000000000005,5.433,3.541,2.8850000000000002,5.2540000000000004,2.813,2.386,12.097,9.8,23.93,-8.2867,1.1139000000000001,-0.2625,0.4395,-
2000//7//2,184,04::20:31,19::39:38,12::00:03,11.57,20.194,8.331,4.079,6.628,2.774,9.454,2.753,1.703,16.77,7.3100000000000005,23.72,-9.1663,1.3903,-0.37270000000000003,0.315,-
2000//7//3,185,04::20:56,19::39:27,12::00:14,11.555,20.185,8.676,3.993,7.471,2.763,11.016,2.744,1.205,23.953,5.86,17.75,-7.848800000000001,2.0859,-0.32170000000000004,0.38680000000000003,-
2000//7//4,186,04::21:23,19::39:15,12::00:25,11.539,20.150000000000002,8.346,4.005,6.011,2.7680000000000002,8.994,2.741,2.336,12.192,3.86,21.38,-6.933800000000001,2.2129000000000003,0.0269,0.3129,-
2000//7//5,187,04::22:11,19::39:01,12::00:35,11.522,20.150000000000002,4.263,6.496,0.464,4.602,0.656,3.976,3.799,7.418,7.72,19.55,-7.2674,1.599,-0.0368,0.30920000000000003,-
2000//7//6,188,04::23:07,19::38:47,12::00:46,11.504,20.137,7.406000000000001,4.36,4.659,2.831,6.546,2.786,2.747,10.341000000000001,9.13,22.38,-7.767,0.6944,-0.0204,0.24200000000000002,-
2000//7//7,189,04::23:56,19::38:23,12::00:55,11.485,20.009,6.7780000000000005,4.595,4.05,2.807,6.154,2.775,2.728,10.427,7.78,27.43,-8.4158,1.7803,-0.3498,0.314,-
