Station ID Number:,94169,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,NOTES
Station Name:,HEO,-,-,-,-,Element:,1000,-,2000,-,2010,-,3000,-,1000_original,-,2010_original,-,Contact Info: http://solardat.uoregon.edu
Station Location:,Hermiston_Oregon_USA,-,-,-,-,Instrument Serial Number:,PSP(17854F3),-,NIP(17668E6),-,NIP(17668E6),-,Computed from GHI and DNI,-,PSP(17854F3),-,NIP(17668E6),-,File format description at: http://solardat.uoregon.edu/download/Papers/Structure_of_a_comprehensive_solar_radiation_dataset_ASES_2017_Final.pdf
Latitude:,45.818441,-,-,-,-,Instrument Shorthand Name:,PSP5,-,-,-,NIP4,-,-,-,PSP5,-,NIP4,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html
Longitude (+ East):,-119.284721,-,-,-,-,Responsivity:,7.444000000000001,microV/(W/m^2),-,-,8.72,microV/(W/m^2),-,-,7.444000000000001,microV/(W/m^2),8.72,microV/(W/m^2),Data has been calibrated using the responsivity values listed 
Altitude (m):,188.,-,-,-,-,Estimated Uncertainty (U95%):,2.8000000000000003,-,2.5300000000000002,-,2.5300000000000002,-,3.774,-,2.8000000000000003,-,2.5300000000000002,-,The phrase (_original) means the data has not had the nighttime offset subtracted (or any other adjustments).
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,-,-,Avg,-,-,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.
Time Interval (Minutes):,60,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2019-6-26
Year//Month,1980//02,-,-,-,-,Column Notes:,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,CalculatedColumn,-,MeasuredColumn,-,MeasuredColumn,-,This file was created using code: AAA Check data (2019-06-26).nb
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SZA horizon boundaries (East/West): 88/89
Day of month,Day of year,Time Sunrise (HH::MM:SS),Time Sunset (HH::MM:SS),Time Solar Noon (HH::MM:SS),Daily Total Energy ETR (kW h/m^2),Daily Total Energy ETRn (kW h/m^2),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),Daily Total Energy (kWh/m^2),Daily Total Uncertainty (U95%),-,-,-,-,Assorted Daily Values (Rows 12 - 42)
1,32,07::21:33,16::58:44,12::10:40,3.934,12.818,0.919,2.8000000000000003,0.005,2.454,0.016,2.5300000000000002,0.914,3.775,-,-,-,-,-
2,33,07::20:31,17::00:11,12::10:47,3.988,12.839,0.389,2.8000000000000003,0.,100,0.,100,0.389,3.774,-,-,-,-,-
3,34,07::19:26,17::01:39,12::10:54,4.042,12.86,2.215,2.8000000000000003,1.549,2.531,4.081,2.5300000000000002,0.666,3.7720000000000002,-,-,-,-,-
4,35,07::18:18,17::03:08,12::11:00,4.097,12.882,2.678,2.8000000000000003,2.245,2.5300000000000002,6.274,2.5300000000000002,0.433,3.7720000000000002,-,-,-,-,-
5,36,07::17:08,17::04:37,12::11:06,4.1530000000000005,12.905000000000001,1.286,2.8000000000000003,0.054,2.5500000000000003,0.125,2.5300000000000002,1.232,3.773,-,-,-,-,-
6,37,07::15:56,17::06:07,12::11:10,4.21,12.929,2.003,2.8000000000000003,0.9540000000000001,2.531,2.107,2.5300000000000002,1.049,3.7720000000000002,-,-,-,-,-
7,38,07::14:42,17::07:37,12::11:14,4.267,12.953,2.677,2.8000000000000003,1.858,2.5300000000000002,5.1770000000000005,2.5300000000000002,0.8190000000000001,3.775,-,-,-,-,-
8,39,07::13:26,17::09:08,12::11:17,4.3260000000000005,12.978,1.0010000000000001,2.8000000000000003,0.005,2.323,0.01,2.5300000000000002,0.996,3.7760000000000002,-,-,-,-,-
9,40,07::12:07,17::10:39,12::11:19,4.385,13.004,0.989,2.8000000000000003,0.006,2.328,0.025,2.5300000000000002,0.983,3.7760000000000002,-,-,-,-,-
10,41,07::10:46,17::12:11,12::11:20,4.445,13.031,0.593,2.8000000000000003,0.,100,0.,100,0.593,3.774,-,-,-,-,-
11,42,07::09:24,17::13:44,12::11:21,4.507,13.058,0.465,2.8000000000000003,0.,100,0.,100,0.465,3.774,-,-,-,-,-
12,43,07::07:59,17::15:17,12::11:21,4.5680000000000005,13.086,0.725,2.8000000000000003,0.,100,0.,100,0.725,3.774,-,-,-,-,-
13,44,07::06:33,17::16:51,12::11:20,4.631,13.114,0.455,2.8000000000000003,0.,100,0.,100,0.455,3.774,-,-,-,-,-
14,45,07::05:04,17::18:26,12::11:18,4.695,13.143,1.284,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
15,46,07::03:34,17::20:02,12::11:16,4.759,13.173,1.45,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
16,47,07::02:02,17::21:40,12::11:12,4.824,13.203,1.367,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
17,48,07::00:29,17::23:20,12::11:09,4.89,13.233,1.164,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
18,49,06::58:53,17::25:05,12::11:04,4.956,13.265,0.785,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
19,50,06::57:16,17::26:57,12::10:59,5.023,13.296000000000001,1.7690000000000001,2.8970000000000002,-,-,-,-,-,-,-,-,-,-,-
20,51,06::55:38,17::29:03,12::10:53,5.091,13.329,2.109,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
21,52,06::53:58,17::31:26,12::10:46,5.159,13.361,2.842,2.8000000000000003,1.193,2.665,2.895,2.747,1.7810000000000001,4.025,-,-,-,-,-
22,53,06::52:16,17::32:34,12::10:39,5.2330000000000005,14.785,-,-,0.09,2.539,0.183,2.5300000000000002,-,-,-,-,-,-,-
23,54,06::50:33,17::33:43,12::10:31,5.308,14.818,2.886,2.8000000000000003,1.737,2.5300000000000002,3.598,2.5300000000000002,1.149,3.774,-,-,-,-,-
24,55,06::48:48,17::34:54,12::10:23,5.384,14.852,2.094,2.8000000000000003,0.134,2.5340000000000003,0.28400000000000003,2.5300000000000002,1.96,3.774,-,-,-,-,-
25,56,06::47:02,17::36:06,12::10:14,5.46,14.886000000000001,1.545,2.8000000000000003,0.35000000000000003,2.532,0.668,2.5300000000000002,1.195,3.773,-,-,-,-,-
26,57,06::45:13,17::37:20,12::10:04,5.537,14.92,0.666,2.8000000000000003,0.,100,0.,100,0.666,3.774,-,-,-,-,-
27,58,06::43:23,17::38:34,12::09:54,5.615,14.956,1.077,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
28,59,06::41:31,17::39:49,12::09:43,5.6930000000000005,14.991,2.6310000000000002,2.8000000000000003,-,-,-,-,-,-,-,-,-,-,-
29,60,06::39:36,17::41:05,12::09:32,5.772,15.028,3.7920000000000003,3.214,2.844,2.928,5.992,2.871,0.987,4.21,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
year.fractionofyear,dayofyear.fractionofday,YYYY-MM-DD--HH:MM:SS,SZA,AZM,ETR (W/m^2),ETRn (W/m^2),GHI,GHI_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI_Calc,DHI_Calc_Flag,GHI_original,GHI_original_Flag,DNI_original,DNI_original_Flag,Data_Begins_Next_Row
1980.0848132969036,32.041666666666664,1980-02-01--01:00:00,151.19213000000002,9.617750000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.084927140255,32.08333333333333,1980-02-01--02:00:00,147.0372,36.55006,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0850409836066,32.125,1980-02-01--03:00:00,139.3882,56.930730000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0851548269584,32.166666666666664,1980-02-01--04:00:00,129.94140000000002,72.15436000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.08526867031,32.20833333333333,1980-02-01--05:00:00,119.70792000000002,84.40928000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0853825136614,32.25,1980-02-01--06:00:00,109.25603000000001,95.20190000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.085496357013,32.291666666666664,1980-02-01--07:00:00,98.95955000000001,105.50537000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0856102003645,32.33333333333333,1980-02-01--08:00:00,88.84427000000001,116.01662,3.98,197.25,0.,92,0.,92,0.,92,0.,92,NA,91,NA,91,-
1980.085724043716,32.375,1980-02-01--09:00:00,80.23351000000001,127.29765,237.89000000000001,1402.38,27.,12,0.,72,0.,12,27.,72,NA,11,NA,11,-
1980.0858378870676,32.416666666666664,1980-02-01--10:00:00,72.68682000000001,139.80450000000002,417.34000000000003,1402.3700000000001,72.,12,0.,72,0.,12,72.,72,NA,11,NA,11,-
1980.085951730419,32.45833333333333,1980-02-01--11:00:00,66.96075,153.79641,548.83,1402.3500000000001,122.,12,0.,72,0.,12,122.,72,NA,11,NA,11,-
1980.0860655737706,32.5,1980-02-01--12:00:00,63.626070000000006,169.13908,622.95,1402.33,150.,12,0.,72,0.,12,150.,72,NA,11,NA,11,-
1980.0861794171221,32.541666666666664,1980-02-01--13:00:00,63.094170000000005,185.16301,634.58,1402.31,108.,12,0.,72,0.,12,108.,72,NA,11,NA,11,-
1980.0862932604737,32.58333333333333,1980-02-01--14:00:00,65.43747,200.86074000000002,582.92,1402.3,164.,12,2.08,72,5.,12,161.92000000000002,72,NA,11,NA,11,-
1980.0864071038254,32.625,1980-02-01--15:00:00,70.35061,215.39355,471.54,1402.28,166.,12,1.01,72,3.,12,164.99,72,NA,11,NA,11,-
1980.086520947177,32.666666666666664,1980-02-01--16:00:00,77.29989,228.43632000000002,308.28000000000003,1402.26,91.,12,1.76,72,8.,12,89.24,72,NA,11,NA,11,-
1980.0866347905285,32.70833333333333,1980-02-01--17:00:00,85.66172,240.13097000000002,106.07000000000001,1402.24,19.,12,0.,72,0.,12,19.,72,NA,11,NA,11,-
1980.08674863388,32.75,1980-02-01--18:00:00,95.27535,250.88012000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0868624772315,32.791666666666664,1980-02-01--19:00:00,105.43846,261.21144000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.086976320583,32.83333333333333,1980-02-01--20:00:00,115.85727000000001,271.76477,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0870901639346,32.875,1980-02-01--21:00:00,126.20023,283.39133000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0872040072861,32.916666666666664,1980-02-01--22:00:00,135.98514,297.36798000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0873178506376,32.95833333333333,1980-02-01--23:00:00,144.39281000000003,315.64168,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0874316939892,33.,1980-02-01--24:00:00,149.97527000000002,340.22611,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0875455373407,33.041666666666664,1980-02-02--01:00:00,150.9146,9.47972,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0876593806925,33.08333333333333,1980-02-02--02:00:00,146.7955,36.271170000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.087773224044,33.125,1980-02-02--03:00:00,139.18299000000002,56.62568,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0878870673955,33.166666666666664,1980-02-02--04:00:00,129.75908,71.86727,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.088000910747,33.20833333333333,1980-02-02--05:00:00,119.53552,84.14642,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0881147540986,33.25,1980-02-02--06:00:00,109.08354000000001,94.95972,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.08822859745,33.291666666666664,1980-02-02--07:00:00,98.77870000000001,105.27974,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0883424408016,33.33333333333333,1980-02-02--08:00:00,88.66931000000001,115.80569000000001,5.15,221.57,0.,92,0.,92,0.,92,0.,92,NA,91,NA,91,-
1980.0884562841532,33.375,1980-02-02--09:00:00,80.02152000000001,127.10344,242.93,1401.96,7.,12,0.,72,0.,12,7.,72,NA,11,NA,11,-
1980.0885701275047,33.416666666666664,1980-02-02--10:00:00,72.45066,139.63441,422.72,1401.95,15.,12,0.,72,0.,12,15.,72,NA,11,NA,11,-
1980.0886839708562,33.45833333333333,1980-02-02--11:00:00,66.70098,153.66389,554.5,1401.93,67.,12,0.,72,0.,12,67.,72,NA,11,NA,11,-
1980.0887978142077,33.5,1980-02-02--12:00:00,63.347660000000005,169.06047,628.86,1401.91,80.,12,0.,72,0.,12,80.,72,NA,11,NA,11,-
1980.0889116575595,33.541666666666664,1980-02-02--13:00:00,62.80709,185.14918,640.65,1401.89,90.,12,0.,72,0.,12,90.,72,NA,11,NA,11,-
1980.089025500911,33.58333333333333,1980-02-02--14:00:00,65.15344,200.90964000000002,589.0500000000001,1401.88,59.,12,0.,72,0.,12,59.,72,NA,11,NA,11,-
1980.0891393442625,33.625,1980-02-02--15:00:00,70.07860000000001,215.49244000000002,477.66,1401.8600000000001,48.,12,0.,72,0.,12,48.,72,NA,11,NA,11,-
1980.089253187614,33.666666666666664,1980-02-02--16:00:00,77.04428,228.57033,314.29,1401.84,19.,12,0.,72,0.,12,19.,72,NA,11,NA,11,-
1980.0893670309656,33.70833333333333,1980-02-02--17:00:00,85.42760000000001,240.28911000000002,111.75,1401.82,4.,12,0.,72,0.,12,4.,72,NA,11,NA,11,-
1980.0894808743171,33.75,1980-02-02--18:00:00,95.04351000000001,251.05650000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0895947176687,33.791666666666664,1980-02-02--19:00:00,105.21700000000001,261.40416000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0897085610202,33.83333333333333,1980-02-02--20:00:00,115.63812000000001,271.97421,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0898224043717,33.875,1980-02-02--21:00:00,125.9758,283.61726000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0899362477232,33.916666666666664,1980-02-02--22:00:00,135.74605000000003,297.60237,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0900500910748,33.95833333333333,1980-02-02--23:00:00,144.12952,315.84849,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0901639344263,34.,1980-02-02--24:00:00,149.68849,340.30999,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.090277777778,34.041666666666664,1980-02-03--01:00:00,150.63162000000003,9.34928,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0903916211296,34.08333333333333,1980-02-03--02:00:00,146.54734000000002,35.99718,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.090505464481,34.125,1980-02-03--03:00:00,138.97111,56.322410000000005,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0906193078326,34.166666666666664,1980-02-03--04:00:00,129.57029,71.58023,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0907331511842,34.20833333333333,1980-02-03--05:00:00,119.35689,83.88285,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0908469945357,34.25,1980-02-03--06:00:00,108.90502000000001,94.71655000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0909608378872,34.291666666666664,1980-02-03--07:00:00,98.59192,105.05311,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0910746812388,34.33333333333333,1980-02-03--08:00:00,88.48764000000001,115.5939,6.51,246.81,0.,92,0.,92,0.,92,0.,92,NA,91,NA,91,-
1980.0911885245903,34.375,1980-02-03--09:00:00,79.80376000000001,126.90867000000001,248.1,1401.53,24.,12,0.,72,0.,12,24.,72,NA,11,NA,11,-
1980.0913023679418,34.416666666666664,1980-02-03--10:00:00,72.20880000000001,139.46436,428.23,1401.51,129.,12,42.17,72,138.,12,86.83,72,NA,11,NA,11,-
1980.0914162112933,34.45833333333333,1980-02-03--11:00:00,66.43565000000001,153.53238000000002,560.29,1401.5,339.,12,234.27,72,586.,12,104.73,72,NA,11,NA,11,-
1980.091530054645,34.5,1980-02-03--12:00:00,63.06398000000001,168.98423000000003,634.86,1401.48,406.,12,279.95,72,618.,12,126.05,72,NA,11,NA,11,-
1980.0916438979966,34.541666666666664,1980-02-03--13:00:00,62.51531000000001,185.13919,646.79,1401.46,432.,12,326.75,72,708.,12,105.25,72,NA,11,NA,11,-
1980.0917577413481,34.58333333333333,1980-02-03--14:00:00,64.86551,200.96355000000003,595.25,1401.44,397.,12,307.51,72,724.,12,89.49,72,NA,11,NA,11,-
1980.0918715846997,34.625,1980-02-03--15:00:00,69.80352,215.59694000000002,483.83,1401.42,290.,12,224.41,72,650.,12,65.59,72,NA,11,NA,11,-
1980.0919854280512,34.666666666666664,1980-02-03--16:00:00,76.78632,228.7101,320.34000000000003,1401.41,171.,12,125.04,72,547.,12,45.96,72,NA,11,NA,11,-
1980.0920992714027,34.70833333333333,1980-02-03--17:00:00,85.19062000000001,240.45293,117.49000000000001,1401.39,27.,12,9.22,72,110.,12,17.78,72,NA,11,NA,11,-
1980.0922131147543,34.75,1980-02-03--18:00:00,94.80997,251.23843000000002,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0923269581058,34.791666666666664,1980-02-03--19:00:00,104.99425000000001,261.60241,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0924408014573,34.83333333333333,1980-02-03--20:00:00,115.41761000000001,272.18922000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0925546448088,34.875,1980-02-03--21:00:00,125.74973000000001,283.84892,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0926684881604,34.916666666666664,1980-02-03--22:00:00,135.50478,297.84270000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0927823315121,34.95833333333333,1980-02-03--23:00:00,143.86328,316.0615,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0928961748637,35.,1980-02-03--24:00:00,149.39770000000001,340.40081000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0930100182152,35.041666666666664,1980-02-04--01:00:00,150.34332,9.22634,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0931238615667,35.08333333333333,1980-02-04--02:00:00,146.29284,35.72824,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0932377049182,35.125,1980-02-04--03:00:00,138.75266000000002,56.02112,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0933515482698,35.166666666666664,1980-02-04--04:00:00,129.37508,71.29341000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0934653916213,35.20833333333333,1980-02-04--05:00:00,119.17210000000001,83.61871000000001,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0935792349728,35.25,1980-02-04--06:00:00,108.72055,94.47252,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0936930783243,35.291666666666664,1980-02-04--07:00:00,98.39927,104.82554,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0938069216759,35.33333333333333,1980-02-04--08:00:00,88.29931,115.38129,8.1,272.97,23.,92,3.5300000000000002,92,119.,92,19.47,92,NA,91,NA,91,-
1980.0939207650274,35.375,1980-02-04--09:00:00,79.58032,126.71341000000001,253.4,1401.09,140.,12,105.44,72,583.,12,34.56,72,NA,11,NA,11,-
1980.0940346083792,35.416666666666664,1980-02-04--10:00:00,71.96134,139.29439000000002,433.85,1401.07,275.,12,237.51,72,767.,12,37.49,72,NA,11,NA,11,-
1980.0941484517307,35.45833333333333,1980-02-04--11:00:00,66.16483000000001,153.40191000000002,566.17,1401.05,388.,12,342.68,72,848.,12,45.32,72,NA,11,NA,11,-
1980.0942622950822,35.5,1980-02-04--12:00:00,62.775130000000004,168.91039,640.95,1401.03,447.,12,404.87,72,885.,12,42.13,72,NA,11,NA,11,-
1980.0943761384337,35.541666666666664,1980-02-04--13:00:00,62.21894,185.13309,653.,1401.01,467.,12,412.49,72,885.,12,54.51,72,NA,11,NA,11,-
1980.0944899817853,35.58333333333333,1980-02-04--14:00:00,64.57379,201.0225,601.52,1401.,418.,12,356.36,72,830.,12,61.64,72,NA,11,NA,11,-
1980.0946038251368,35.625,1980-02-04--15:00:00,69.52550000000001,215.70706,490.05,1400.98,300.,12,230.86,72,660.,12,69.14,72,NA,11,NA,11,-
1980.0947176684883,35.666666666666664,1980-02-04--16:00:00,76.52613000000001,228.85559,326.43,1400.96,190.,12,144.93,72,622.,12,45.07,72,NA,11,NA,11,-
1980.0948315118399,35.70833333333333,1980-02-04--17:00:00,84.95149,240.62236000000001,123.28,1400.94,30.,12,6.6000000000000005,72,75.,12,23.400000000000002,72,NA,11,NA,11,-
1980.0949453551914,35.75,1980-02-04--18:00:00,94.57479000000001,251.42586000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.095059198543,35.791666666666664,1980-02-04--19:00:00,104.77027000000001,261.80607000000003,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0951730418944,35.83333333333333,1980-02-04--20:00:00,115.1958,272.40969,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0952868852462,35.875,1980-02-04--21:00:00,125.52206000000001,284.08617000000004,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0954007285977,35.916666666666664,1980-02-04--22:00:00,135.26138,298.08877,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0955145719493,35.95833333333333,1980-02-04--23:00:00,143.59413,316.28046,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0956284153008,36.,1980-02-04--24:00:00,149.10302000000001,340.49835,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0957422586523,36.041666666666664,1980-02-05--01:00:00,150.04982,9.11078,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0958561020038,36.08333333333333,1980-02-05--02:00:00,146.03213000000002,35.46444,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0959699453554,36.125,1980-02-05--03:00:00,138.52773000000002,55.722,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.096083788707,36.166666666666664,1980-02-05--04:00:00,129.17355,71.00699,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
1980.0961976320584,36.20833333333333,1980-02-05--05:00:00,118.98122000000001,83.35415,0,0.,0.,12,0.,72,0.,12,0.,72,NA,11,NA,11,-
